farm_id,split,health_category,crop,state,source_district_current_sample,source_subdistrict_current_sample,admin_old_district_code,admin_old_district_name,admin_old_block_mandal_code,admin_old_block_mandal_name,admin_village_code,admin_village_name,admin_habitation_code,admin_join_method,admin_join_matched,sowing_date,harvest_date,crop_duration_days,sowing_month,harvest_month,season,crop_covered_area,crop_height,irrigation_type,irrigation_source,irrigation_count,water_coverage,expected_yield,centroid_lat,centroid_lon,field_area_m2_from_polygon,field_area_ha_from_polygon,SDate,HDate,next_crop,previous_crop,crop_establishment_method,geometry_wkt,bbox_minx,bbox_miny,bbox_maxx,bbox_maxy,admin_village_area_ha,admin_village_area_sq_km,admin_village_area_acres,admin_village_perimeter_m
1326576,train,Healthy,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410001,Chinnaghanpur,04037100010101,centroid_within_village_boundary,True,2023-11-25,2024-04-14,141,11,4,Rabi,97,54,Flood,Groundwater,4,87,17,17.97886281790012,78.18159243727273,467.535991474296,0.0467535991474296,2023-11-25 0:00:00,2024-04-14 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.18143246076087 17.978884603571068, 78.18149324901445 17.97898640558611, 78.18175397935514 17.978865561467536, 78.18166316316905 17.978728604799823, 78.18143246076087 17.978884603571068))",78.18143246076087,17.978728604799823,78.18175397935514,17.97898640558611,1498.0013530491,14.980013530491,3701.6419578352766,16225.492954
1326577,train,Healthy,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410001,Chinnaghanpur,04037100010101,centroid_within_village_boundary,True,2023-11-13,2024-04-26,165,11,4,Rabi,82,58,Flood,Canal,5,94,15,17.980965846675197,78.17560616960706,703.1789097023858,0.07031789097023858,2023-11-13 0:00:00,2024-04-26 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.17545177547453 17.981074445477304, 78.17578208273196 17.98104441754481, 78.1757432661363 17.980859123229667, 78.17544591636575 17.9808781653332, 78.17545324025173 17.98094481269556, 78.17545177547453 17.981074445477304))",78.17544591636575,17.980859123229667,78.17578208273196,17.981074445477304,1498.0013530491,14.980013530491,3701.6419578352766,16225.492954
1326578,train,Healthy,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410001,Chinnaghanpur,04037100010101,centroid_within_village_boundary,True,2023-12-19,2024-04-28,131,12,4,Rabi,92,91,Flood,Canal,3,99,20,17.976084184537928,78.16920661853041,454.0102263039017,0.04540102263039017,2023-12-19 0:00:00,2024-04-28 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.16914224770792 17.976212849967755, 78.16930117603356 17.97618868114404, 78.16928066915284 17.975967499787625, 78.16910782544385 17.975972626507808, 78.16914224770792 17.976212849967755))",78.16910782544385,17.975967499787625,78.16930117603356,17.976212849967755,1498.0013530491,14.980013530491,3701.6419578352766,16225.492954
1331836,train,Diseased,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410001,Chinnaghanpur,04037100010101,centroid_within_village_boundary,True,2023-02-11,2024-11-04,632,2,11,Rabi,91,52,Flood,Canal,5,92,16,17.974587704858383,78.16905930828145,557.0964925101607,0.05570964925101607,2023-02-11 0:00:00,2024-11-04 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.16889103841902 17.974608186550842, 78.16915762786849 17.974714382897467, 78.16923306389401 17.974564243234997, 78.16894743234103 17.974463905997155, 78.16889103841902 17.974608186550842))",78.16889103841902,17.974463905997155,78.16923306389401,17.974714382897467,1498.0013530491,14.980013530491,3701.6419578352766,16225.492954
1326579,train,Diseased,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410001,Chinnaghanpur,04037100010101,centroid_within_village_boundary,True,2023-12-12,2024-05-19,159,12,5,Rabi,94,55,Flood,Canal,5,97,20,17.969159133188544,78.17269451262018,272.8590806631617,0.02728590806631617,2023-12-12 0:00:00,2024-05-19 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.17264452998072 17.969251496349454, 78.1727609797677 17.96925515829244, 78.1727587826019 17.969126257899298, 78.17272728989222 17.969053751428156, 78.1726188963798 17.96908011741766, 78.17264452998072 17.969251496349454))",78.1726188963798,17.969053751428156,78.1727609797677,17.96925515829244,1498.0013530491,14.980013530491,3701.6419578352766,16225.492954
1326580,train,Pests,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410001,Chinnaghanpur,04037100010101,centroid_within_village_boundary,True,2023-12-13,2024-05-18,157,12,5,Rabi,97,51,Flood,Groundwater,5,85,15,17.962773978625414,78.1731255477905,1041.518610296988,0.10415186102969881,2023-12-13 0:00:00,2024-05-18 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.17299094978729 17.96296394024075, 78.17324655340778 17.962941236194233, 78.17325241251656 17.962621914765766, 78.17320846920072 17.962567718009556, 78.17317917365682 17.962588957278882, 78.17300925950222 17.962599210719247, 78.17300925950222 17.96271053378605, 78.17299094978729 17.96296394024075))",78.17299094978729,17.962567718009556,78.17325241251656,17.96296394024075,1498.0013530491,14.980013530491,3701.6419578352766,16225.492954
1326581,train,Healthy,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410012,Kulcharam,04037100120108,centroid_within_village_boundary,True,2023-11-20,2024-05-30,192,11,5,Rabi,84,68,Flood,Canal,3,90,15,17.959162495603493,78.17659470350621,271.213097542882,0.0271213097542882,2023-11-20 0:00:00,2024-05-30 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.17654376687328 17.95927123693265, 78.17665875188308 17.959256589160702, 78.17664337172253 17.959052985130626, 78.17652911910133 17.959069830068366, 78.1765415697075 17.959193603741326, 78.17654376687328 17.95927123693265))",78.17652911910133,17.959052985130626,78.17665875188308,17.95927123693265,1774.1292397879001,17.741292397879,4383.968825698411,18963.034355
988392,train,Healthy,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410012,Kulcharam,04037100120108,centroid_within_village_boundary,True,2023-12-14,2024-04-04,112,12,4,Rabi,86,72,Flood,Canal,3,91,15,17.95786454908683,78.1789339320455,353.0748515997323,0.03530748515997323,2023-12-14 0:00:00,2024-04-04 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.17882149541123 17.957916318027465, 78.17902363466412 17.95795952895471, 78.17904047960185 17.957808656903648, 78.17884932617794 17.95777057269658, 78.17882149541123 17.957916318027465))",78.17882149541123,17.95777057269658,78.17904047960185,17.95795952895471,1774.1292397879001,17.741292397879,4383.968825698411,18963.034355
718074,train,Diseased,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410012,Kulcharam,04037100120108,centroid_within_village_boundary,True,2023-10-12,2024-10-05,359,10,10,Rabi,90,78,Flood,Canal,3,86,18,17.951610664809817,78.18116648642398,334.52671824170375,0.033452671824170374,2023-10-12 0:00:00,2024-10-05 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.18103587233549 17.951640113942023, 78.18126913810376 17.951698338835516, 78.18129074356739 17.95157602993975, 78.18106736504517 17.95152549512653, 78.18103587233549 17.951640113942023))",78.18103587233549,17.95152549512653,78.18129074356739,17.951698338835516,1774.1292397879001,17.741292397879,4383.968825698411,18963.034355
214818,train,Healthy,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410012,Kulcharam,04037100120108,centroid_within_village_boundary,True,2023-10-12,2024-04-22,193,10,4,Rabi,90,53,Flood,Groundwater,5,90,19,17.94626523265896,78.18088304223025,256.5560981516422,0.025655609815164217,2023-10-12 0:00:00,2024-04-22 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.18079088834969 17.946333592359554, 78.18097471788764 17.94631455025602, 78.18097618266484 17.94619370613745, 78.18078649401811 17.946220804515555, 78.18079088834969 17.946333592359554))",78.18078649401811,17.94619370613745,78.18097618266484,17.946333592359554,1774.1292397879001,17.741292397879,4383.968825698411,18963.034355
235657,train,Healthy,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410014,Variguntham,04037100140109,centroid_within_village_boundary,True,2023-02-12,2024-05-29,472,2,5,Rabi,94,56,Flood,Canal,4,91,17,17.94156998134517,78.17891668063866,339.9842668557951,0.03399842668557951,2023-02-12 0:00:00,2024-05-29 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.17880977719372 17.94164703772477, 78.17894783244434 17.94168695290333, 78.17901777555538 17.94149506709081, 78.1788965652425 17.94144599705478, 78.17880977719372 17.94164703772477))",78.17880977719372,17.94144599705478,78.17901777555538,17.94168695290333,619.6459922117,6.1964599221170005,1531.178592800723,11954.805713
861614,train,Healthy,Paddy,Telangana,Medak,Kulcharam,04,MEDAK,0410,KULCHARAM,0410014,Variguntham,04037100140109,centroid_within_village_boundary,True,2023-06-12,2024-04-15,308,6,4,Rabi,89,59,Flood,Canal,3,94,18,17.932864678035514,78.17588802900448,759.1718236891463,0.07591718236891463,2023-06-12 0:00:00,2024-04-15 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.17585715256335 17.933051358951367, 78.17604610882148 17.932929782444198, 78.1759289266459 17.93267784076669, 78.17572385783862 17.932805276382638, 78.17585715256335 17.933051358951367))",78.17572385783862,17.93267784076669,78.17604610882148,17.933051358951367,619.6459922117,6.1964599221170005,1531.178592800723,11954.805713
470755,train,Diseased,Paddy,Telangana,Medak,Kowdipally,04,MEDAK,0425,KOWDIPALLE,0425002,Bujarampet,04037250020102,centroid_within_village_boundary,True,2023-12-28,2024-05-14,138,12,5,Rabi,94,72,Flood,Groundwater,6,85,18,17.91199061816193,78.1492837383232,240.1094327407285,0.02401094327407285,2023-12-28 0:00:00,2024-05-14 0:00:00,Pea,Lentil,Transplanting,"POLYGON ((78.14917989790295 17.911979806615513, 78.14922530599598 17.91207867907616, 78.1493930229848 17.912005440216422, 78.14932857278822 17.911899243869797, 78.14917989790295 17.911979806615513))",78.14917989790295,17.911899243869797,78.1493930229848,17.91207867907616,1175.4701860023,11.754701860023,2904.650087153781,16709.066035
618347,train,Diseased,Paddy,Telangana,Medak,Chilipched,04,MEDAK,0425,KOWDIPALLE,0425016,Chandur,04037250160110,centroid_within_village_boundary,True,2023-09-11,2024-05-13,245,9,5,Rabi,92,51,Flood,Groundwater,5,85,19,17.89109976873444,78.11404531400532,293.5394960298979,0.02935394960298979,2023-09-11 0:00:00,2024-05-13 0:00:00,Lentil,Pea,Transplanting,"POLYGON ((78.11398349907756 17.8912026744958, 78.1141175261909 17.89118070283788, 78.11410873752772 17.89099907046572, 78.1139725132486 17.891017380180656, 78.11398349907756 17.8912026744958))",78.1139725132486,17.89099907046572,78.1141175261909,17.8912026744958,1467.646971722,14.676469717220002,3626.6346480649486,17203.041625
